-1,0,1,2,3,4,5,6,7,8,>8,-1,0,1,2,3,4,5,6,7,8,>8,-1,0,1,2,3,4,5,6,7,8,>8,-1,0,1,2,3,4,5,6,7,8,>8
coin,coin,coin,coin,coin,coin,coin,coin,coin,coin,coin,crate,crate,crate,crate,crate,crate,crate,crate,crate,crate,crate,free,free,free,free,free,free,free,free,free,free,free,other,other,other,other,other,other,other,other,other,other,other
0,0,0,0,0,0,0,0,0,0,304,0,0,0,280,0,0,0,0,0,0,24,0,280,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,304
0,0,0,0,0,0,0,0,0,0,1008,0,0,0,552,400,0,0,0,0,0,56,0,952,0,24,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1008
0,0,0,0,0,0,0,0,0,0,1560,0,0,472,624,400,0,0,0,0,0,64,0,1472,0,56,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1560
0,0,0,0,0,0,0,0,0,0,2712,0,0,1456,792,400,0,0,0,0,0,64,0,2592,0,88,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2712
0,0,0,0,0,0,0,0,0,0,3000,0,0,1688,848,400,0,0,0,0,0,64,0,2848,0,120,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3000
0,0,0,0,0,0,0,0,0,0,3264,0,0,1872,920,408,0,0,0,0,0,64,0,3080,8,144,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3264
0,0,0,0,0,0,0,0,0,0,3944,0,0,1928,1536,416,0,0,0,0,0,64,0,3728,16,144,24,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3944
0,0,0,0,0,0,0,0,0,0,4576,0,0,2472,1624,416,0,0,0,0,0,64,0,4328,24,160,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4576
0,0,0,0,0,0,0,0,0,0,5544,0,0,3080,1984,416,0,0,0,0,0,64,0,5264,32,184,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,5544
0,0,0,0,0,0,0,0,0,0,6408,0,0,3272,2656,416,0,0,0,0,0,64,0,6096,32,216,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,6408
0,0,0,0,0,0,0,0,0,0,6624,0,0,3280,2840,416,0,0,0,0,0,88,0,6280,32,224,32,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,6624
0,0,0,0,0,0,0,0,0,0,7152,0,0,3280,2840,912,0,0,0,0,0,120,0,6776,32,224,32,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,7152
0,0,0,0,0,0,0,0,0,0,7656,0,0,3560,3048,912,0,0,0,0,0,136,0,7232,40,256,32,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,7656
0,0,0,0,0,0,0,0,0,0,7720,0,0,3568,3080,912,0,0,0,0,0,160,0,7264,40,264,32,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,7720
0,0,0,0,0,0,0,0,0,0,7936,0,0,3568,3264,912,0,0,0,0,0,192,0,7448,40,264,32,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,7936
0,0,0,0,0,0,0,0,0,0,11136,0,0,5376,4424,1104,8,0,0,0,0,224,0,10544,80,304,40,8,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,11136
0,0,0,0,0,0,0,0,0,0,11176,0,0,5376,4432,1112,8,0,0,0,0,248,0,10560,80,304,40,8,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,11176
0,0,0,0,0,0,0,0,0,0,11872,0,0,5456,5000,1128,8,0,0,0,0,280,0,11184,96,320,64,16,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,11872
0,0,0,0,0,0,0,0,0,0,11912,0,0,5464,5008,1128,8,0,0,0,0,304,0,11192,96,328,64,16,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,11912
0,0,0,0,0,0,0,0,0,0,12096,0,0,5504,5120,1128,16,0,0,0,0,328,0,11320,120,344,72,16,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,12096
0,0,0,0,0,0,0,0,0,0,12968,0,0,5544,5152,1200,384,272,0,0,0,416,0,12048,168,408,104,16,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,12968
0,0,48,32,280,784,376,256,72,24,13736,0,0,5912,5272,2016,1464,352,8,8,0,576,0,14304,320,560,184,16,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,15608
0,0,64,56,312,808,400,280,80,24,14128,0,0,6176,5376,2088,1480,360,8,8,0,656,0,14616,400,648,232,32,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,16152
0,0,248,368,672,960,1120,360,336,56,15232,0,0,6408,6064,2928,2600,424,48,24,8,848,0,17408,544,800,328,48,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,19352
0,0,320,448,768,1040,1200,392,360,64,17960,0,0,7248,6600,3376,2944,656,160,96,80,1392,0,19576,960,1224,512,56,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,22552
0,0,376,512,840,1088,1240,416,384,64,20832,0,0,7840,7072,3904,3344,992,328,232,168,1872,0,21808,1336,1624,696,64,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,25752
0,0,376,512,840,1088,1240,424,384,64,20920,0,0,7912,7080,3912,3344,992,336,232,168,1872,0,21864,1344,1632,720,64,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,25848
0,0,376,512,840,1088,1240,424,384,64,21728,0,0,8256,7216,4016,3400,1016,352,240,176,1984,0,22336,1464,1768,792,72,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,26656
0,0,376,512,840,1088,1240,424,384,64,24928,0,0,8424,8432,4656,3816,1304,352,248,184,2440,0,24520,1984,2248,808,72,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,29856
0,0,400,544,872,1112,1248,432,384,64,25920,0,0,8744,8592,4848,3976,1376,416,256,184,2584,0,25304,2104,2392,880,72,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,30976
0,0,416,560,888,1128,1264,448,392,72,26664,0,0,9160,8728,4984,4040,1392,416,256,184,2672,0,25880,2208,2504,944,72,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,31832
